pid,worker,iteration,target,best_target,acq_params,TUNABLE_WEIGHT,TUNABLE_LEARNING_RATE
54562,1,18,-75734.53798706851,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 114, 'kappa': 1.1220184543019618, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",12.942894680941558,1.622236425870914e-05
54565,2,18,-73686.12790107036,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 114, 'kappa': 1.1220184543019618, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",15.861190673892608,1.5288540759429314e-05
54563,3,18,-73959.65692994109,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 114, 'kappa': 1.1220184543019618, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",15.800316371697486,1.5524570603934026e-05
54560,4,18,-75019.99074232703,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 114, 'kappa': 1.1220184543019618, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",298.57997821239815,0.0003561202735624487
54561,5,18,-70538.78650849196,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 114, 'kappa': 1.1220184543019618, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",20.023449236101346,1.4541016729005766e-05
55377,0,19,-74341.26437128153,-68401.69639161766,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 120, 'kappa': 0.9999999999999986, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",58471.02471261256,0.00046771038338443534
55380,1,19,-68401.69639161766,-68401.69639161766,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 120, 'kappa': 0.9999999999999986, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",56214.069406849754,0.000429992017123713
55381,2,19,-73514.28197454837,-68401.69639161766,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 120, 'kappa': 0.9999999999999986, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",50557.168986832534,0.0003976729910175626
55378,3,19,-74634.42115784148,-68401.69639161766,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 120, 'kappa': 0.9999999999999986, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",71010.47182997367,3.823709014893383
55379,4,19,-73203.89508997915,-68401.69639161766,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 120, 'kappa': 0.9999999999999986, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",15.227407415206708,1.6613557213721848e-05
55376,5,19,-75897.12551607945,-68401.69639161766,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 120, 'kappa': 0.9999999999999986, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",15.612024909184985,1.5385318503461502e-05
